year,country,country_iso2,region,region_trase_id,parent_region,parent_region_trase_id,annual_palm_deforestation_(industrial)_hectares
"2023","INDONESIA","ID","KOTA BANJARBARU","ID-6372","KALIMANTAN SELATAN","ID-63","0"
"2023","INDONESIA","ID","KOTA BANJARMASIN","ID-6371","KALIMANTAN SELATAN","ID-63","0"
"2023","INDONESIA","ID","KOTABARU","ID-6302","KALIMANTAN SELATAN","ID-63","9317.201812865953"
"2023","INDONESIA","ID","KOTA BATAM","ID-2171","KEPULAUAN RIAU","ID-21","0"
"2023","INDONESIA","ID","KOTA BATU","ID-3579","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","KOTA BAU BAU","ID-7472","SULAWESI TENGGARA","ID-74","0"
"2023","INDONESIA","ID","KOTA BEKASI","ID-3275","JAWA BARAT","ID-32","0"
"2023","INDONESIA","ID","KOTA BENGKULU","ID-1771","BENGKULU","ID-17","0"
"2023","INDONESIA","ID","KOTA BIMA","ID-5272","NUSA TENGGARA BARAT","ID-52","0"
"2023","INDONESIA","ID","KOTA BINJAI","ID-1275","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","KOTA BITUNG","ID-7172","SULAWESI UTARA","ID-71","0"
"2023","INDONESIA","ID","KOTA BLITAR","ID-3572","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","KOTA BOGOR","ID-3271","JAWA BARAT","ID-32","0"
"2023","INDONESIA","ID","KOTA BONTANG","ID-6474","KALIMANTAN TIMUR","ID-64","0"
"2023","INDONESIA","ID","KOTA BUKITTINGGI","ID-1375","SUMATERA BARAT","ID-13","0"
"2023","INDONESIA","ID","KOTA CILEGON","ID-3672","BANTEN","ID-36","0"
"2023","INDONESIA","ID","KOTA CIMAHI","ID-3277","JAWA BARAT","ID-32","0"
"2023","INDONESIA","ID","KOTA CIREBON","ID-3274","JAWA BARAT","ID-32","0"
"2023","INDONESIA","ID","KOTA DENPASAR","ID-5171","BALI","ID-51","0"
"2023","INDONESIA","ID","KOTA DEPOK","ID-3276","JAWA BARAT","ID-32","0"
"2023","INDONESIA","ID","KOTA DUMAI","ID-1472","RIAU","ID-14","0"
"2023","INDONESIA","ID","KOTA GORONTALO","ID-7571","GORONTALO","ID-75","0"
"2023","INDONESIA","ID","KOTA GUNUNGSITOLI","ID-1278","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","KOTA JAMBI","ID-1571","JAMBI","ID-15","0"
"2023","INDONESIA","ID","KOTA JAYAPURA","ID-9171","PAPUA","ID-91","0"
"2023","INDONESIA","ID","KOTA KEDIRI","ID-3571","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","KOTA KENDARI","ID-7471","SULAWESI TENGGARA","ID-74","0"
"2023","INDONESIA","ID","KOTA KOTAMOBAGU","ID-7174","SULAWESI UTARA","ID-71","0"
"2023","INDONESIA","ID","KOTA KUPANG","ID-5371","NUSA TENGGARA TIMUR","ID-53","0"
"2023","INDONESIA","ID","KOTA LANGSA","ID-1174","ACEH","ID-11","0"
"2023","INDONESIA","ID","KOTA LHOKSEUMAWE","ID-1173","ACEH","ID-11","0"
"2023","INDONESIA","ID","KOTA LUBUK LINGGAU","ID-1673","SUMATERA SELATAN","ID-16","0"
"2023","INDONESIA","ID","KOTA MADIUN","ID-3577","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","KOTA MAGELANG","ID-3371","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","KOTA MAKASSAR","ID-7371","SULAWESI SELATAN","ID-73","0"
"2023","INDONESIA","ID","KOTA MALANG","ID-3573","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","KOTA MANADO","ID-7171","SULAWESI UTARA","ID-71","0"
"2023","INDONESIA","ID","KOTA MATARAM","ID-5271","NUSA TENGGARA BARAT","ID-52","0"
"2023","INDONESIA","ID","KOTA MEDAN","ID-1271","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","KOTA METRO","ID-1872","LAMPUNG","ID-18","0"
"2023","INDONESIA","ID","KOTA MOJOKERTO","ID-3576","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","KOTA PADANG","ID-1371","SUMATERA BARAT","ID-13","0"
"2023","INDONESIA","ID","KOTA PADANG PANJANG","ID-1374","SUMATERA BARAT","ID-13","0"
"2023","INDONESIA","ID","KOTA PADANG SIDEMPUAN","ID-1277","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","KOTA PAGAR ALAM","ID-1672","SUMATERA SELATAN","ID-16","0"
"2023","INDONESIA","ID","KOTA PALANGKARAYA","ID-6271","KALIMANTAN TENGAH","ID-62","507.6758209395328"
"2023","INDONESIA","ID","KOTA PALEMBANG","ID-1671","SUMATERA SELATAN","ID-16","0"
"2023","INDONESIA","ID","KOTA PALOPO","ID-7373","SULAWESI SELATAN","ID-73","0"
"2023","INDONESIA","ID","KOTA PALU","ID-7271","SULAWESI TENGAH","ID-72","0"
"2023","INDONESIA","ID","KOTA PANGKAL PINANG","ID-1971","KEPULAUAN BANGKA BELITUNG","ID-19","0"
"2023","INDONESIA","ID","KOTA PARE PARE","ID-7372","SULAWESI SELATAN","ID-73","0"
"2023","INDONESIA","ID","KOTA PARIAMAN","ID-1377","SUMATERA BARAT","ID-13","0"
"2023","INDONESIA","ID","KOTA PASURUAN","ID-3575","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","KOTA PAYAKUMBUH","ID-1376","SUMATERA BARAT","ID-13","0"
"2023","INDONESIA","ID","KOTA PEKALONGAN","ID-3375","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","KOTA PEKANBARU","ID-1471","RIAU","ID-14","0"
"2023","INDONESIA","ID","KOTA PEMATANGSIANTAR","ID-1272","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","KOTA PONTIANAK","ID-6171","KALIMANTAN BARAT","ID-61","0"
"2023","INDONESIA","ID","KOTA PRABUMULIH","ID-1674","SUMATERA SELATAN","ID-16","0"
"2023","INDONESIA","ID","KOTA PROBOLINGGO","ID-3574","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","KOTA SABANG","ID-1172","ACEH","ID-11","0"
"2023","INDONESIA","ID","KOTA SALATIGA","ID-3373","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","KOTA SAMARINDA","ID-6472","KALIMANTAN TIMUR","ID-64","0"
"2023","INDONESIA","ID","KOTA SAWAHLUNTO","ID-1373","SUMATERA BARAT","ID-13","0"
"2023","INDONESIA","ID","KOTA SEMARANG","ID-3374","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","KOTA SERANG","ID-3673","BANTEN","ID-36","0"
"2023","INDONESIA","ID","KOTA SIBOLGA","ID-1273","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","KOTA SINGKAWANG","ID-6172","KALIMANTAN BARAT","ID-61","234.09720133666977"
"2023","INDONESIA","ID","KOTA SOLOK","ID-1372","SUMATERA BARAT","ID-13","0"
"2023","INDONESIA","ID","KOTA SORONG","ID-9271","PAPUA BARAT DAYA","ID-96","0"
"2023","INDONESIA","ID","KOTA SUBULUSSALAM","ID-1175","ACEH","ID-11","743.8279065246559"
"2023","INDONESIA","ID","KOTA SUKABUMI","ID-3272","JAWA BARAT","ID-32","0"
"2023","INDONESIA","ID","KOTA SUNGAI PENUH","ID-1572","JAMBI","ID-15","0"
"2023","INDONESIA","ID","KOTA SURABAYA","ID-3578","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","KOTA SURAKARTA","ID-3372","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","KOTA TANGERANG","ID-3671","BANTEN","ID-36","0"
"2023","INDONESIA","ID","KOTA TANGERANG SELATAN","ID-3674","BANTEN","ID-36","0"
"2023","INDONESIA","ID","KOTA TANJUNG BALAI","ID-1274","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","KOTA TANJUNG PINANG","ID-2172","KEPULAUAN RIAU","ID-21","0"
"2023","INDONESIA","ID","KOTA TARAKAN","ID-6571","KALIMANTAN UTARA","ID-65","0"
"2023","INDONESIA","ID","KOTA TASIKMALAYA","ID-3278","JAWA BARAT","ID-32","0"
"2023","INDONESIA","ID","KOTA TEBING TINGGI","ID-1276","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","KOTA TEGAL","ID-3376","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","KOTA TERNATE","ID-8271","MALUKU UTARA","ID-82","0"
"2023","INDONESIA","ID","KOTA TIDORE KEPULAUAN","ID-8272","MALUKU UTARA","ID-82","0"
"2023","INDONESIA","ID","KOTA TOMOHON","ID-7173","SULAWESI UTARA","ID-71","0"
"2023","INDONESIA","ID","KOTA TUAL","ID-8172","MALUKU","ID-81","0"
"2023","INDONESIA","ID","KOTAWARINGIN BARAT","ID-6201","KALIMANTAN TENGAH","ID-62","57.73654068866809"
"2023","INDONESIA","ID","KOTAWARINGIN TIMUR","ID-6202","KALIMANTAN TENGAH","ID-62","110.6081883798636"
"2023","INDONESIA","ID","KOTA YOGYAKARTA","ID-3471","DAERAH ISTIMEWA YOGYAKARTA","ID-34","0"
"2023","INDONESIA","ID","KUANTAN SINGINGI","ID-1409","RIAU","ID-14","7.151145391845704"
"2023","INDONESIA","ID","KUBU RAYA","ID-6112","KALIMANTAN BARAT","ID-61","237.7022628662095"
"2023","INDONESIA","ID","KUDUS","ID-3319","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","KULON PROGO","ID-3401","DAERAH ISTIMEWA YOGYAKARTA","ID-34","0"
"2023","INDONESIA","ID","KUNINGAN","ID-3208","JAWA BARAT","ID-32","0"
"2023","INDONESIA","ID","KUPANG","ID-5301","NUSA TENGGARA TIMUR","ID-53","0"
"2023","INDONESIA","ID","KUTAI BARAT","ID-6407","KALIMANTAN TIMUR","ID-64","1512.7426286986822"
"2023","INDONESIA","ID","KUTAI KARTANEGARA","ID-6402","KALIMANTAN TIMUR","ID-64","43.088483465576246"
"2023","INDONESIA","ID","KUTAI TIMUR","ID-6408","KALIMANTAN TIMUR","ID-64","1.4299610107421876"
"2023","INDONESIA","ID","LABUHANBATU","ID-1210","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","LABUHANBATU SELATAN","ID-1222","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","LABUHANBATU UTARA","ID-1223","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","LAHAT","ID-1604","SUMATERA SELATAN","ID-16","0"
"2023","INDONESIA","ID","LAMANDAU","ID-6209","KALIMANTAN TENGAH","ID-62","627.4902439514174"
"2023","INDONESIA","ID","LAMONGAN","ID-3524","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","LAMPUNG BARAT","ID-1804","LAMPUNG","ID-18","0"
"2023","INDONESIA","ID","LAMPUNG SELATAN","ID-1801","LAMPUNG","ID-18","0"
"2023","INDONESIA","ID","LAMPUNG TENGAH","ID-1802","LAMPUNG","ID-18","0"
"2023","INDONESIA","ID","LAMPUNG TIMUR","ID-1807","LAMPUNG","ID-18","0"
"2023","INDONESIA","ID","LAMPUNG UTARA","ID-1803","LAMPUNG","ID-18","0"
"2023","INDONESIA","ID","LANDAK","ID-6108","KALIMANTAN BARAT","ID-61","71.6963969482419"
"2023","INDONESIA","ID","LANGKAT","ID-1205","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","LANNY JAYA","ID-9123","PAPUA PEGUNUNGAN","ID-95","0"
"2023","INDONESIA","ID","LEBAK","ID-3602","BANTEN","ID-36","0"
"2023","INDONESIA","ID","LEBONG","ID-1707","BENGKULU","ID-17","0"
"2023","INDONESIA","ID","LEMBATA","ID-5313","NUSA TENGGARA TIMUR","ID-53","0"
"2023","INDONESIA","ID","LIMA PULUH KOTA","ID-1307","SUMATERA BARAT","ID-13","14.136025796018126"
"2023","INDONESIA","ID","LINGGA","ID-2104","KEPULAUAN RIAU","ID-21","0"
"2023","INDONESIA","ID","LOMBOK BARAT","ID-5201","NUSA TENGGARA BARAT","ID-52","0"
"2023","INDONESIA","ID","LOMBOK TENGAH","ID-5202","NUSA TENGGARA BARAT","ID-52","0"
"2023","INDONESIA","ID","LOMBOK TIMUR","ID-5203","NUSA TENGGARA BARAT","ID-52","0"
"2023","INDONESIA","ID","LOMBOK UTARA","ID-5208","NUSA TENGGARA BARAT","ID-52","0"
"2023","INDONESIA","ID","LUMAJANG","ID-3508","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","LUWU","ID-7317","SULAWESI SELATAN","ID-73","0"
"2023","INDONESIA","ID","LUWU TIMUR","ID-7324","SULAWESI SELATAN","ID-73","0"
"2023","INDONESIA","ID","LUWU UTARA","ID-7322","SULAWESI SELATAN","ID-73","0"
"2023","INDONESIA","ID","MADIUN","ID-3519","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","MAGELANG","ID-3308","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","MAGETAN","ID-3520","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","MAHAKAM ULU","ID-6411","KALIMANTAN TIMUR","ID-64","0.4469785705566407"
"2023","INDONESIA","ID","MAJALENGKA","ID-3210","JAWA BARAT","ID-32","0"
"2023","INDONESIA","ID","MAJENE","ID-7605","SULAWESI BARAT","ID-76","0"
"2023","INDONESIA","ID","MALAKA","ID-5321","NUSA TENGGARA TIMUR","ID-53","0"
"2023","INDONESIA","ID","MALANG","ID-3507","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","MALINAU","ID-6502","KALIMANTAN UTARA","ID-65","0"
"2023","INDONESIA","ID","MALUKU BARAT DAYA","ID-8108","MALUKU","ID-81","0"
"2023","INDONESIA","ID","MALUKU TENGAH","ID-8101","MALUKU","ID-81","0"
"2023","INDONESIA","ID","MALUKU TENGGARA","ID-8102","MALUKU","ID-81","0"
"2023","INDONESIA","ID","MAMASA","ID-7603","SULAWESI BARAT","ID-76","0"
"2023","INDONESIA","ID","MAMBERAMO RAYA","ID-9120","PAPUA","ID-91","0"
"2023","INDONESIA","ID","MAMBERAMO TENGAH","ID-9121","PAPUA PEGUNUNGAN","ID-95","0"
"2023","INDONESIA","ID","MAMUJU","ID-7602","SULAWESI BARAT","ID-76","0"
"2023","INDONESIA","ID","MAMUJU TENGAH","ID-7606","SULAWESI BARAT","ID-76","0"
"2023","INDONESIA","ID","MANDAILING NATAL","ID-1213","SUMATERA UTARA","ID-12","676.7295408752443"
"2023","INDONESIA","ID","MANGGARAI","ID-5310","NUSA TENGGARA TIMUR","ID-53","0"
"2023","INDONESIA","ID","MANGGARAI BARAT","ID-5315","NUSA TENGGARA TIMUR","ID-53","0"
"2023","INDONESIA","ID","MANGGARAI TIMUR","ID-5319","NUSA TENGGARA TIMUR","ID-53","0"
"2023","INDONESIA","ID","MANOKWARI","ID-9202","PAPUA BARAT","ID-92","0"
"2023","INDONESIA","ID","MANOKWARI SELATAN","ID-9211","PAPUA BARAT","ID-92","0"
"2023","INDONESIA","ID","MAPPI","ID-9117","PAPUA SELATAN","ID-93","0"
"2023","INDONESIA","ID","MAROS","ID-7309","SULAWESI SELATAN","ID-73","0"
"2023","INDONESIA","ID","MAYBRAT","ID-9210","PAPUA BARAT DAYA","ID-96","3.306160308837891"
"2023","INDONESIA","ID","MELAWI","ID-6110","KALIMANTAN BARAT","ID-61","324.6604534423818"
"2023","INDONESIA","ID","MEMPAWAH","ID-6102","KALIMANTAN BARAT","ID-61","0"
"2023","INDONESIA","ID","MERANGIN","ID-1502","JAMBI","ID-15","0"
"2023","INDONESIA","ID","MERAUKE","ID-9101","PAPUA SELATAN","ID-93","0"
"2023","INDONESIA","ID","MESUJI","ID-1811","LAMPUNG","ID-18","0"
"2023","INDONESIA","ID","MIMIKA","ID-9109","PAPUA TENGAH","ID-94","0"
"2023","INDONESIA","ID","MINAHASA","ID-7102","SULAWESI UTARA","ID-71","0"
"2023","INDONESIA","ID","MINAHASA SELATAN","ID-7105","SULAWESI UTARA","ID-71","0"
"2023","INDONESIA","ID","MINAHASA TENGGARA","ID-7107","SULAWESI UTARA","ID-71","0"
"2023","INDONESIA","ID","MINAHASA UTARA","ID-7106","SULAWESI UTARA","ID-71","0"
"2023","INDONESIA","ID","MOJOKERTO","ID-3516","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","MOROWALI","ID-7206","SULAWESI TENGAH","ID-72","0"
"2023","INDONESIA","ID","MOROWALI UTARA","ID-7212","SULAWESI TENGAH","ID-72","0"
"2023","INDONESIA","ID","MUARA ENIM","ID-1603","SUMATERA SELATAN","ID-16","0"
"2023","INDONESIA","ID","MUARO JAMBI","ID-1505","JAMBI","ID-15","0"
"2023","INDONESIA","ID","MUKO MUKO","ID-1706","BENGKULU","ID-17","0.9821821777343748"
"2023","INDONESIA","ID","MUNA","ID-7403","SULAWESI TENGGARA","ID-74","0"
"2023","INDONESIA","ID","MUNA BARAT","ID-7413","SULAWESI TENGGARA","ID-74","0"
"2023","INDONESIA","ID","MURUNG RAYA","ID-6212","KALIMANTAN TENGAH","ID-62","0.1787772644042969"
"2023","INDONESIA","ID","MUSI BANYUASIN","ID-1606","SUMATERA SELATAN","ID-16","196.8997305358895"
"2023","INDONESIA","ID","MUSI RAWAS","ID-1605","SUMATERA SELATAN","ID-16","0"
"2023","INDONESIA","ID","MUSI RAWAS UTARA","ID-1613","SUMATERA SELATAN","ID-16","2.6790791198730464"
"2023","INDONESIA","ID","NABIRE","ID-9104","PAPUA TENGAH","ID-94","166.7044242736815"
"2023","INDONESIA","ID","NAGAN RAYA","ID-1115","ACEH","ID-11","12.218318676757814"
"2023","INDONESIA","ID","NAGEKEO","ID-5316","NUSA TENGGARA TIMUR","ID-53","0"
"2023","INDONESIA","ID","NATUNA","ID-2103","KEPULAUAN RIAU","ID-21","0"
"2023","INDONESIA","ID","NDUGA","ID-9124","PAPUA PEGUNUNGAN","ID-95","0"
"2023","INDONESIA","ID","NGADA","ID-5309","NUSA TENGGARA TIMUR","ID-53","0"
"2023","INDONESIA","ID","NGANJUK","ID-3518","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","NGAWI","ID-3521","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","NIAS","ID-1204","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","NIAS BARAT","ID-1225","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","NIAS SELATAN","ID-1214","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","NIAS UTARA","ID-1224","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","NUNUKAN","ID-6503","KALIMANTAN UTARA","ID-65","145.3996488647451"
"2023","INDONESIA","ID","OGAN ILIR","ID-1610","SUMATERA SELATAN","ID-16","0"
"2023","INDONESIA","ID","OGAN KOMERING ILIR","ID-1602","SUMATERA SELATAN","ID-16","0"
"2023","INDONESIA","ID","OGAN KOMERING ULU","ID-1601","SUMATERA SELATAN","ID-16","0"
"2023","INDONESIA","ID","OGAN KOMERING ULU SELATAN","ID-1609","SUMATERA SELATAN","ID-16","0"
"2023","INDONESIA","ID","OGAN KOMERING ULU TIMUR","ID-1608","SUMATERA SELATAN","ID-16","0"
"2023","INDONESIA","ID","PACITAN","ID-3501","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","PADANG LAWAS","ID-1221","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","PADANG LAWAS UTARA","ID-1220","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","PADANG PARIAMAN","ID-1305","SUMATERA BARAT","ID-13","0"
"2023","INDONESIA","ID","PAKPAK BHARAT","ID-1215","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","PAMEKASAN","ID-3528","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","PANDEGLANG","ID-3601","BANTEN","ID-36","0"
"2023","INDONESIA","ID","PANGANDARAN","ID-3218","JAWA BARAT","ID-32","0"
"2023","INDONESIA","ID","PANGKAJENE KEPULAUAN","ID-7310","SULAWESI SELATAN","ID-73","0"
"2023","INDONESIA","ID","PANIAI","ID-9108","PAPUA TENGAH","ID-94","0"
"2023","INDONESIA","ID","PARIGI MOUTONG","ID-7208","SULAWESI TENGAH","ID-72","0"
"2023","INDONESIA","ID","PASAMAN","ID-1308","SUMATERA BARAT","ID-13","0"
"2023","INDONESIA","ID","PASAMAN BARAT","ID-1312","SUMATERA BARAT","ID-13","29.14320316772473"
"2023","INDONESIA","ID","PASANGKAYU","ID-7601","SULAWESI BARAT","ID-76","0"
"2023","INDONESIA","ID","PASER","ID-6401","KALIMANTAN TIMUR","ID-64","290.36090916137636"
"2023","INDONESIA","ID","PASURUAN","ID-3514","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","PATI","ID-3318","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","PEGUNUNGAN ARFAK","ID-9212","PAPUA BARAT","ID-92","0"
"2023","INDONESIA","ID","PEGUNUNGAN BINTANG","ID-9112","PAPUA PEGUNUNGAN","ID-95","0"
"2023","INDONESIA","ID","PEKALONGAN","ID-3326","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","PELALAWAN","ID-1405","RIAU","ID-14","2.234926330566406"
"2023","INDONESIA","ID","PEMALANG","ID-3327","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","PENAJAM PASER UTARA","ID-6409","KALIMANTAN TIMUR","ID-64","1.1619313903808592"
"2023","INDONESIA","ID","PENUKAL ABAB LEMATANG ILIR","ID-1612","SUMATERA SELATAN","ID-16","0"
"2023","INDONESIA","ID","PESAWARAN","ID-1809","LAMPUNG","ID-18","0"
"2023","INDONESIA","ID","PESISIR BARAT","ID-1813","LAMPUNG","ID-18","0"
"2023","INDONESIA","ID","PESISIR SELATAN","ID-1301","SUMATERA BARAT","ID-13","0"
"2023","INDONESIA","ID","PIDIE","ID-1107","ACEH","ID-11","0"
"2023","INDONESIA","ID","PIDIE JAYA","ID-1118","ACEH","ID-11","0"
"2023","INDONESIA","ID","PINRANG","ID-7315","SULAWESI SELATAN","ID-73","0"
"2023","INDONESIA","ID","POHUWATO","ID-7504","GORONTALO","ID-75","1070.1874641357426"
"2023","INDONESIA","ID","POLEWALI MANDAR","ID-7604","SULAWESI BARAT","ID-76","0"
"2023","INDONESIA","ID","PONOROGO","ID-3502","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","POSO","ID-7202","SULAWESI TENGAH","ID-72","0"
"2023","INDONESIA","ID","PRINGSEWU","ID-1810","LAMPUNG","ID-18","0"
"2023","INDONESIA","ID","PROBOLINGGO","ID-3513","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","PULANG PISAU","ID-6211","KALIMANTAN TENGAH","ID-62","63.899591842017"
"2023","INDONESIA","ID","PULAU MOROTAI","ID-8207","MALUKU UTARA","ID-82","0"
"2023","INDONESIA","ID","PULAU TALIABU","ID-8208","MALUKU UTARA","ID-82","0"
"2023","INDONESIA","ID","PUNCAK","ID-9125","PAPUA TENGAH","ID-94","0"
"2023","INDONESIA","ID","PUNCAK JAYA","ID-9107","PAPUA TENGAH","ID-94","0"
"2023","INDONESIA","ID","PURBALINGGA","ID-3303","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","PURWAKARTA","ID-3214","JAWA BARAT","ID-32","0"
"2023","INDONESIA","ID","PURWOREJO","ID-3306","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","RAJA AMPAT","ID-9205","PAPUA BARAT DAYA","ID-96","0"
"2023","INDONESIA","ID","REJANG LEBONG","ID-1702","BENGKULU","ID-17","0"
"2023","INDONESIA","ID","REMBANG","ID-3317","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","ROKAN HILIR","ID-1407","RIAU","ID-14","1.1617201110839843"
"2023","INDONESIA","ID","ROKAN HULU","ID-1406","RIAU","ID-14","1392.9604007526957"
"2023","INDONESIA","ID","ROTE NDAO","ID-5314","NUSA TENGGARA TIMUR","ID-53","0"
"2023","INDONESIA","ID","SABU RAIJUA","ID-5320","NUSA TENGGARA TIMUR","ID-53","0"
"2023","INDONESIA","ID","SAMBAS","ID-6101","KALIMANTAN BARAT","ID-61","1628.8279528869707"
"2023","INDONESIA","ID","SAMOSIR","ID-1217","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","SAMPANG","ID-3527","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","SANGGAU","ID-6103","KALIMANTAN BARAT","ID-61","115.32204770507828"
"2023","INDONESIA","ID","SARMI","ID-9110","PAPUA","ID-91","0"
"2023","INDONESIA","ID","SAROLANGUN","ID-1503","JAMBI","ID-15","0"
"2023","INDONESIA","ID","SEKADAU","ID-6109","KALIMANTAN BARAT","ID-61","1.7879362792968747"
"2023","INDONESIA","ID","SELUMA","ID-1705","BENGKULU","ID-17","1.159360272216797"
"2023","INDONESIA","ID","SEMARANG","ID-3322","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","SERAM BAGIAN BARAT","ID-8106","MALUKU","ID-81","0"
"2023","INDONESIA","ID","SERAM BAGIAN TIMUR","ID-8105","MALUKU","ID-81","0"
"2023","INDONESIA","ID","SERANG","ID-3604","BANTEN","ID-36","0"
"2023","INDONESIA","ID","SERDANG BEDAGAI","ID-1218","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","SERUYAN","ID-6207","KALIMANTAN TENGAH","ID-62","90.36171260986325"
"2023","INDONESIA","ID","SIAK","ID-1408","RIAU","ID-14","20.73851780395509"
"2023","INDONESIA","ID","SIDENRENG RAPPANG","ID-7314","SULAWESI SELATAN","ID-73","0"
"2023","INDONESIA","ID","SIDOARJO","ID-3515","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","SIGI","ID-7210","SULAWESI TENGAH","ID-72","0"
"2023","INDONESIA","ID","SIJUNJUNG","ID-1303","SUMATERA BARAT","ID-13","189.1517235351578"
"2023","INDONESIA","ID","SIKKA","ID-5307","NUSA TENGGARA TIMUR","ID-53","0"
"2023","INDONESIA","ID","SIMALUNGUN","ID-1208","SUMATERA UTARA","ID-12","0"
"2023","INDONESIA","ID","SIMEULUE","ID-1109","ACEH","ID-11","0"
"2023","INDONESIA","ID","SINJAI","ID-7307","SULAWESI SELATAN","ID-73","0"
"2023","INDONESIA","ID","SINTANG","ID-6105","KALIMANTAN BARAT","ID-61","147.95007443847751"
"2023","INDONESIA","ID","SITUBONDO","ID-3512","JAWA TIMUR","ID-35","0"
"2023","INDONESIA","ID","SLEMAN","ID-3404","DAERAH ISTIMEWA YOGYAKARTA","ID-34","0"
"2023","INDONESIA","ID","SOLOK","ID-1302","SUMATERA BARAT","ID-13","0"
"2023","INDONESIA","ID","SOLOK SELATAN","ID-1311","SUMATERA BARAT","ID-13","114.47686591203274"
"2023","INDONESIA","ID","SOPPENG","ID-7312","SULAWESI SELATAN","ID-73","0"
"2023","INDONESIA","ID","SORONG","ID-9201","PAPUA BARAT DAYA","ID-96","2107.252091125527"
"2023","INDONESIA","ID","SORONG SELATAN","ID-9204","PAPUA BARAT DAYA","ID-96","0"
"2023","INDONESIA","ID","SRAGEN","ID-3314","JAWA TENGAH","ID-33","0"
"2023","INDONESIA","ID","SUBANG","ID-3213","JAWA BARAT","ID-32","0"
"2023","INDONESIA","ID","SUKABUMI","ID-3202","JAWA BARAT","ID-32","0"
"2023","INDONESIA","ID","SUKAMARA","ID-6208","KALIMANTAN TENGAH","ID-62","39.25740686461208"
"2023","INDONESIA","ID","SUKOHARJO","ID-3311","JAWA TENGAH","ID-33","0"
